token,pct
April,0.0007766002406518597
home,0.0007759272768384698
true,0.0007759272768384698
water,0.0007759272768384698
North,0.00077525431302508
project,0.000767851711077792
Koreans,0.0007671787472644021
Russia,0.0007651598558242326
add,0.0007638139281974529
family,0.0007591031815037242
wish,0.0007591031815037242
concern,0.0007584302176903343
fully,0.0007584302176903343
Youth,0.0007577572538769445
Assembly,0.0007550653986233852
agricultural,0.0007523735433698259
north,0.0007496816881162666
birth,0.0007490087243028768
director,0.000748335760489487
show,0.000744297977609148
long,0.0007274738822744024
process,0.0007214172079538939
sector,0.0007207442441405041
stage,0.0007200712803271142
technical,0.0007173794250735549
independence,0.0007099768231262669
reunification,0.0007099768231262669
generation,0.0007079579316860974
Ho,0.0007066120040593177
Nam,0.0007052660764325381
Chongryon,0.0007052660764325381
raise,0.0007039201488057584
warm,0.0007032471849923686
line,0.0007025742211789787
child,0.0007025742211789787
like,0.0007019012573655889
different,0.00069786347448525
International,0.0006958445830450805
period,0.0006938256916049111
founding,0.0006931527277915212
strong,0.0006924797639781314
Paektu,0.0006924797639781314
Day,0.0006918068001647415
report,0.0006918068001647415
house,0.0006918068001647415
open,0.0006904608725379619
letter,0.0006904608725379619
statement,0.0006891149449111823
talk,0.0006877690172844026
decision,0.0006864230896576229
institution,0.0006837312344040636
ideological,0.0006817123429638942
economy,0.0006803664153371145
Ryong,0.0006790204877103348
order,0.0006770015962701654
equipment,0.0006763286324567756
Myong,0.0006756556686433857
noble,0.0006736367772032162
friendly,0.0006729638133898264
Mt,0.0006722908495764366
8th,0.000670944921949657
demand,0.0006702719581362671
accord,0.0006689260305094874
science,0.0006662341752559282
friendship,0.0006568126818684705
number,0.0006534478628015215
station,0.0006527748989881316
imperialist,0.0006521019351747418
thoroughly,0.0006514289713613519
ahead,0.0006514289713613519
activity,0.0006507560075479621
land,0.0006480641522944028
foundation,0.0006480641522944028
attend,0.0006460452608542333
mind,0.0006426804417872842
Study,0.0006413345141605046
industry,0.0006413345141605046
establish,0.0006413345141605046
study,0.0006399885865337249
photo,0.0006305670931462673
foreign,0.0006305670931462673
Ju,0.0006298941293328775
minister,0.0006238374550123691
Sun,0.0006211455997588098
strengthen,0.0006191267083186403
condition,0.0006184537445052505
mark,0.0006157618892516912
armed,0.0006150889254383014
teacher,0.0006117241063713522
help,0.0006110511425579623
Federation,0.0006070133596776234
create,0.0006063403958642336
farming,0.0006056674320508437
era,0.0006029755767972845
quality,0.0006023026129838946
introduce,0.0006016296491705048
Su,0.0005982648301035557
society,0.0005975918662901659
push,0.0005975918662901659
come,0.0005935540834098269
movement,0.0005928811195964371
leave,0.0005908622281562676
praise,0.0005901892643428777
Idea,0.0005895163005294879
embassy,0.0005868244452759287
Friendship,0.0005861514814625388
patriotic,0.000585478517649149
army,0.0005841325900223693
large,0.00058144073476881
young,0.0005807677709554202
cultural,0.0005760570242616914
bear,0.0005753840604483016
product,0.0005713462775679626
plant,0.000565962567060844
Comrade,0.0005605788565537254
experience,0.0005565410736733864
base,0.0005545221822332169
early,0.0005538492184198272
New,0.0005511573631662678
10,0.0005491384717260983
Foreign,0.0005484655079127086
industrial,0.0005484655079127086
firmly,0.0005471195802859289
etc,0.0005471195802859289
organ,0.0005471195802859289
organize,0.0005451006888457594
situation,0.0005444277250323695
grow,0.0005430817974055899
happiness,0.0005417358697788103
Hwanghae,0.0005403899421520306
cooperation,0.0005403899421520306
stand,0.0005390440145252509
management,0.0005383710507118611
road,0.0005376980868984712
firm,0.000535006231644912
devote,0.0005336603040181323
union,0.0005316414125779629
step,0.0005296225211377934
see,0.0005296225211377934
research,0.0005296225211377934
reliance,0.0005296225211377934
perform,0.0005296225211377934
forth,0.0005289495573244036
intention,0.0005262577020708442
speaker,0.0005249117744440646
innovation,0.0005242388106306748
team,0.0005228928830038951
relevant,0.0005228928830038951
coal,0.0005222199191905053
Farm,0.0005215469553771154
medical,0.0005208739915637256
live,0.000519528063936946
right,0.0005188551001235562
feat,0.0005181821363101663
extend,0.0005161632448699968
operation,0.000515490281056607
meet,0.000515490281056607
follow,0.0005148173172432173
joint,0.0005141443534298274
greeting,0.0005087606429227088
successfully,0.0005074147152959291
discuss,0.0005074147152959291
Meeting,0.0005067417514825393
style,0.0005040498962289799
Cabinet,0.0005027039686022004
adopt,0.0005020310047888105
play,0.000500012113348641
song,0.0004993391495352512
tour,0.0004986661857218613
Socialist,0.0004966472942816919
Mangyongdae,0.0004953013666549122
hand,0.0004946284028415224
form,0.0004939554390281326
chinese,0.0004932824752147427
let,0.0004932824752147427
peninsula,0.0004932824752147427
end,0.0004919365475879631
KPA,0.0004919365475879631
kind,0.0004919365475879631
big,0.0004912635837745733
Institute,0.0004899176561477936
role,0.000488571728521014
finish,0.00048520690945406486
machine,0.00048520690945406486
win,0.00048520690945406486
unity,0.00048520690945406486
June,0.000484533945640675
authority,0.00048318801801389534
Revolutionary,0.0004818420903871157
past,0.0004811691265737259
achievement,0.00048049616276033604
learn,0.0004784772713201666
masse,0.0004771313436933869
principle,0.00047511245225321743
technological,0.00047309356081304797
Phyongan,0.00047040170555948867
act,0.00047040170555948867
university,0.00046972874174609883
put,0.00046972874174609883
Year,0.0004683828141193192
hard,0.00046770985030592936
Hamgyong,0.0004670368864925395
realize,0.00046569095886575985
highly,0.00046501799505237006
Standing,0.0004616531759854209
congratulatory,0.0004609802121720311
responsibility,0.00045694242929169215
modern,0.00045559650166491247
independent,0.00045425057403813285
technician,0.00045425057403813285
person,0.00045290464641135317
continue,0.00045223168259796333
hall,0.00045223168259796333
actively,0.0004515587187845735
celebrate,0.0004515587187845735
Union,0.0004481938997176244
duty,0.0004481938997176244
rice,0.00044752093590423456
Jin,0.0004468479720908447
trust,0.0004461750082774549
employee,0.0004461750082774549
goal,0.0004455020444640651
face,0.0004455020444640651
C.C.,0.0004441561168372854
soldier,0.00043944537014355665
part,0.0004374264787033872
chief,0.0004374264787033872
standard,0.0004360805510766075
department,0.0004360805510766075
demonstrate,0.00043473462344982783
serve,0.00043406165963643805
progress,0.00043271573200965837
wage,0.00043271573200965837
builder,0.00043136980438287874
Station,0.00043136980438287874
problem,0.0004293509129427092
major,0.00042733202150253976
mission,0.00042733202150253976
change,0.00042464016624898046
Thursday,0.00042329423862220083
complete,0.000422621274808811
result,0.00042194831099542115
keep,0.0004212753471820313
move,0.0004212753471820313
conference,0.0004212753471820313
practical,0.0004206023833686415
information,0.0004206023833686415
ambassador,0.000418583491928472
Present,0.0004172375643016924
tech,0.0004172375643016924
Plenary,0.0004172375643016924
living,0.00041656460048830255
1,0.00041656460048830255
charge,0.00041521867286152287
interest,0.0004145457090481331
human,0.00041387274523474324
immortal,0.0004118538537945738
cooperative,0.00041118088998118394
apply,0.0004105079261677941
desire,0.00040983496235440426
Hong,0.00040983496235440426
enjoy,0.0004091619985410145
possible,0.00040579717947406533
Science,0.00040445125184728566
iron,0.0004037782880338958
offensive,0.00040175939659372635
main,0.00040175939659372635
establishment,0.0004010864327803365
tribute,0.0004010864327803365
responsible,0.00039637568608660775
law,0.0003943567946464383
guarantee,0.0003943567946464383
guide,0.0003943567946464383
heart,0.00039368383083304844
elect,0.0003930108670196586
War,0.0003923379032062688
decide,0.0003923379032062688
honor,0.000391664939392879
Technology,0.000391664939392879
enthusiasm,0.00039099197557948914
tradition,0.00039099197557948914
find,0.0003889730841393197
peerlessly,0.0003889730841393197
lot,0.00038830012032592984
Liberation,0.00038762715651254
provincial,0.00038628122888576037
crime,0.00038560826507237053
citizen,0.0003849353012589807
March,0.00038426233744559085
single,0.00038426233744559085
Kwang,0.00038358937363220107
Wednesday,0.00038291640981881123
mass,0.0003822434460054214
District,0.00038157048219203155
press,0.00038157048219203155
fact,0.00038157048219203155
supreme,0.00038089751837864177
room,0.00038089751837864177
train,0.0003802245545652519
model,0.0003795515907518621
title,0.0003795515907518621
Samjiyon,0.0003795515907518621
course,0.0003795515907518621
belief,0.00037820566312508246
labor,0.0003775326993116926
region,0.0003768597354983028
contribute,0.0003768597354983028
security,0.00037551380787152316
thousand,0.000372148988804574
drive,0.000372148988804574
ministry,0.00037080306117779434
Power,0.0003701300973644045
scientist,0.0003701300973644045
newly,0.0003701300973644045
Kyong,0.0003694571335510147
start,0.0003687841697376249
Monday,0.00036811120592423503
celebration,0.0003674382421108452
15,0.0003674382421108452
importance,0.00036609231448406557
arise,0.00036541935067067573
primary,0.00036541935067067573
post,0.0003647463868572859
prevention,0.0003647463868572859
prevent,0.00036340045923050627
book,0.00036340045923050627
February,0.0003620545316037266
deal,0.0003620545316037266
eternal,0.00036070860397694696
class,0.0003600356401635571
remain,0.0003600356401635571
improvement,0.00035868971253677745
Sports,0.00035801674872338766
Tuesday,0.000356670821096608
encourage,0.00035599785728321814
reflect,0.00035532489346982836
exchange,0.0003546519296564385
loyalty,0.0003546519296564385
preparatory,0.0003546519296564385
seminar,0.0003539789658430487
local,0.0003539789658430487
special,0.0003539789658430487
Provincial,0.0003539789658430487
premier,0.00035263303821626905
congratulation,0.00035263303821626905
raw,0.00035263303821626905
sci,0.0003519600744028792
practice,0.0003519600744028792
dignity,0.0003519600744028792
difficulty,0.0003519600744028792
Jo,0.0003492682191493199
strength,0.00034792229152254023
Council,0.00034792229152254023
patriotism,0.00034724932770915045
intensify,0.0003465763638957606
rule,0.0003465763638957606
close,0.0003465763638957606
Museum,0.0003465763638957606
prove,0.00034523043626898093
require,0.00034455747245559114
damage,0.00034321154482881147
sport,0.00034321154482881147
emergency,0.00034321154482881147
defence,0.0003425385810154216
fruit,0.0003418656172020318
Academy,0.0003418656172020318
Yun,0.0003418656172020318
player,0.000341192653388642
Hyok,0.000341192653388642
flower,0.00034051968957525216
popular,0.00034051968957525216
sure,0.00034051968957525216
banner,0.0003391737619484725
Russian,0.0003385007981350827
inspect,0.0003385007981350827
Friday,0.00033782783432169286
nuclear,0.0003358089428815234
point,0.0003358089428815234
social,0.0003331170876279641
faith,0.0003304252323744048
House,0.0003290793047476251
gain,0.00032840634093423527
film,0.0003277333771208455
Hae,0.0003263874494940658
necessary,0.0003263874494940658
Hall,0.0003263874494940658
enhance,0.00032571448568067597
mean,0.00032571448568067597
smile,0.00032504152186728613
paper,0.00032504152186728613
fail,0.00032504152186728613
bouquet,0.00032504152186728613
far,0.00032436855805389634
000,0.00032302263042711666
cell,0.0003210037389869472
strategic,0.0003210037389869472
career,0.00032033077517355736
regard,0.00032033077517355736
20,0.0003196578113601675
8,0.00031898484754677774
electricity,0.00031763891991999806
arrive,0.0003169659561066082
personnel,0.00031629299229321843
Palace,0.00031629299229321843
control,0.0003156200284798286
grand,0.0003156200284798286
festival,0.0003156200284798286
capital,0.00031494706466643875
speed,0.00031494706466643875
opening,0.0003142741008530489
glorify,0.0003142741008530489
fresh,0.00031360113703965913
convey,0.00031360113703965913
instruction,0.00031360113703965913
ago,0.00031360113703965913
ri,0.0003129281732262693
electric,0.0003129281732262693
despite,0.0003129281732262693
capacity,0.0003129281732262693
till,0.00031225520941287945
Jon,0.00031225520941287945
bow,0.00031225520941287945
Hun,0.0003115822455994896
short,0.00031090928178609977
birthday,0.00031023631797271
Group,0.00031023631797271
enterprise,0.00030956335415932015
vigorously,0.00030821742653254047
sincerely,0.0003075444627191507
respect,0.0003075444627191507
run,0.0003075444627191507
reality,0.0003075444627191507
Thae,0.0003075444627191507
reception,0.0003075444627191507
glory,0.0003075444627191507
Department,0.000306198535092371
Fatherland,0.0003048526074655914
russian,0.00030417964365220154
Songun,0.00030417964365220154
league,0.00030417964365220154
forest,0.0003035066798388117
active,0.00030283371602542186
breakthrough,0.00030283371602542186
commander,0.00030283371602542186
spread,0.0003008148245852524
staff,0.0003008148245852524
sovereignty,0.0003008148245852524
consolidate,0.00030014186077186256
body,0.00030014186077186256
liberation,0.00030014186077186256
July,0.00030014186077186256
manner,0.0002994688969584728
Kang,0.00029879593314508293
proud,0.00029745000551830326
3,0.00029677704170491347
culture,0.00029677704170491347
2,0.00029610407789152363
command,0.0002954311140781338
advanced,0.00029475815026474395
hope,0.00029341222263796433
share,0.00029341222263796433
Cuba,0.0002927392588245745
Education,0.0002913933311977948
researcher,0.0002913933311977948
Culture,0.0002913933311977948
contribution,0.000290720367384405
Hak,0.0002900474035710152
lie,0.00028937443975762535
secure,0.0002887014759442355
comrade,0.0002887014759442355
devotion,0.0002887014759442355
steadily,0.0002873555483174559
ground,0.00028668258450406604
Suk,0.00028668258450406604
found,0.0002860096206906762
spring,0.0002860096206906762
preparation,0.0002853366568772864
sacred,0.0002853366568772864
review,0.0002853366568772864
battle,0.0002846636930638966
Art,0.00028399072925050674
Hill,0.00028399072925050674
direct,0.0002833177654371169
chairperson,0.0002833177654371169
fighting,0.0002833177654371169
tell,0.0002833177654371169
moment,0.0002833177654371169
officer,0.0002826448016237271
Feb.,0.0002826448016237271
today,0.0002819718378103373
Kangwon,0.0002819718378103373
center,0.00028129887399694744
indicate,0.0002806259101835576
teaching,0.00027995294637016776
odd,0.00027927998255677797
School,0.00027860701874338813
accomplish,0.00027860701874338813
release,0.0002779340549299983
Son,0.0002779340549299983
Won,0.00027726109111660845
happy,0.00027658812730321867
rural,0.00027591516348982883
attention,0.00027591516348982883
detail,0.00027591516348982883
pride,0.000275242199676439
name,0.00027456923586304915
greet,0.00027389627204965937
significance,0.0002732233082362695
visitor,0.0002725503444228797
wise,0.0002725503444228797
ability,0.0002725503444228797
second,0.00027187738060948985
o,0.00027120441679610006
Hui,0.00027120441679610006
march,0.00027120441679610006
old,0.0002705314529827102
precious,0.0002698584891693204
Coal,0.0002698584891693204
game,0.00026918552535593054
January,0.00026918552535593054
strive,0.00026851256154254076
Sim,0.00026851256154254076
70th,0.00026851256154254076
urge,0.00026851256154254076
watch,0.0002678395977291509
hundred,0.0002678395977291509
election,0.00026649367010237124
hostile,0.00026649367010237124
feel,0.00026582070628898146
promote,0.00026582070628898146
action,0.0002651477424755916
Solidarity,0.0002651477424755916
accelerate,0.00026380181484881194
boost,0.00026380181484881194
League,0.0002631288510354221
matter,0.0002631288510354221
genuine,0.0002631288510354221
September,0.0002631288510354221
program,0.0002631288510354221
venue,0.0002631288510354221
7th,0.0002624558872220323
repair,0.0002624558872220323
transport,0.0002624558872220323
settle,0.0002617829234086425
warmly,0.0002617829234086425
diplomatic,0.0002617829234086425
December,0.00026110995959525263
Hwan,0.00026110995959525263
treatment,0.00026110995959525263
personage,0.00026110995959525263
design,0.0002604369957818628
light,0.0002604369957818628
presentation,0.0002604369957818628
rise,0.0002604369957818628
Chaek,0.000259764031968473
ten,0.000259764031968473
fulfil,0.00025909106815508317
view,0.00025909106815508317
test,0.00025841810434169333
car,0.00025841810434169333
cement,0.00025841810434169333
prepare,0.0002577451405283035
outstanding,0.0002570721767149137
compatriot,0.00025639921290152387
October,0.00025572624908813403
confidence,0.0002550532852747442
Kimilsungism,0.0002550532852747442
one,0.0002543803214613544
preserve,0.0002543803214613544
behalf,0.0002543803214613544
Chun,0.0002543803214613544
fish,0.00025370735764796456
clearly,0.00025370735764796456
daily,0.00025370735764796456
contest,0.00025370735764796456
steel,0.0002530343938345747
Vice,0.0002530343938345747
meter,0.0002530343938345747
valuable,0.0002523614300211849
5,0.0002523614300211849
read,0.0002523614300211849
affair,0.0002516884662077951
invincible,0.0002516884662077951
dynamically,0.0002503425385810154
truth,0.0002503425385810154
talent,0.0002503425385810154
victorious,0.0002503425385810154
Jang,0.0002503425385810154
amid,0.0002503425385810154
educational,0.0002496695747676256
25,0.00024899661095423574
article,0.00024899661095423574
scale,0.00024899661095423574
solidarity,0.00024832364714084596
get,0.00024832364714084596
begin,0.00024832364714084596
crop,0.0002476506833274561
Great,0.0002469777195140663
record,0.0002469777195140663
Jae,0.00024630475570067644
trait,0.00024563179188728665
yield,0.00024563179188728665
use,0.00024563179188728665
congress,0.00024563179188728665
declaration,0.00024563179188728665
senior,0.00024563179188728665
Industry,0.0002449588280738968
ardent,0.00024361290044711716
datum,0.00024293993663372732
appeal,0.00024159400900694767
representative,0.00024159400900694767
atmosphere,0.00024092104519355786
fulfill,0.00024092104519355786
consultative,0.00024092104519355786
Taekwon,0.00024024808138016802
medicine,0.00023890215375338837
maintain,0.00023755622612660872
medium,0.00023755622612660872
detailed,0.0002368832623132189
United,0.00023553733468643925
uphold,0.00023553733468643925
deputy,0.00023553733468643925
breed,0.00023553733468643925
flood,0.00023553733468643925
launch,0.00023486437087304941
30,0.00023486437087304941
Security,0.0002341914070596596
image,0.0002341914070596596
implementation,0.0002341914070596596
know,0.0002341914070596596
refer,0.0002341914070596596
grain,0.0002341914070596596
enemy,0.0002341914070596596
fight,0.00023351844324626976
hectare,0.00023351844324626976
farmer,0.00023284547943287992
Kimjongilism,0.0002321725156194901
Minister,0.0002321725156194901
militant,0.00023149955180610027
summit,0.00023149955180610027
Jan.,0.00023149955180610027
weapon,0.00023149955180610027
artiste,0.00023149955180610027
Star,0.00023082658799271046
priority,0.00023082658799271046
environment,0.00023015362417932062
volunteer,0.00023015362417932062
hygienic,0.00023015362417932062
destiny,0.00022880769655254097
Forces,0.00022880769655254097
4,0.00022880769655254097
birthplace,0.00022880769655254097
fertilizer,0.00022813473273915116
sapling,0.00022746176892576132
Sciences,0.00022746176892576132
try,0.00022746176892576132
Hospital,0.00022746176892576132
Reunification,0.0002267888051123715
observe,0.0002267888051123715
brigade,0.0002267888051123715
write,0.0002267888051123715
mother,0.0002267888051123715
requirement,0.0002267888051123715
newspaper,0.00022611584129898166
natural,0.00022544287748559185
80,0.00022544287748559185
progressive,0.00022544287748559185
historical,0.000224769913672202
excellent,0.000224769913672202
demise,0.000224769913672202
Women,0.000224769913672202
Saturday,0.000224769913672202
Steel,0.0002240969498588122
deeply,0.0002240969498588122
Regional,0.0002240969498588122
sincere,0.0002240969498588122
dedicate,0.0002240969498588122
ton,0.00022342398604542236
Lao,0.00022342398604542236
case,0.00022342398604542236
orient,0.00022342398604542236
trade,0.00022275102223203255
dint,0.00022275102223203255
traditional,0.00022275102223203255
wreath,0.0002220780584186427
Peninsula,0.0002220780584186427
overall,0.0002220780584186427
century,0.0002220780584186427
appreciate,0.0002214050946052529
fire,0.0002214050946052529
master,0.0002214050946052529
represent,0.00022073213079186306
concentrate,0.00022073213079186306
12,0.00022073213079186306
Declaration,0.00022073213079186306
final,0.00022005916697847325
recent,0.00022005916697847325
solve,0.00022005916697847325
vegetable,0.0002193862031650834
position,0.0002193862031650834
brilliant,0.0002187132393516936
lecture,0.0002187132393516936
break,0.00021736731172491392
Machine,0.0002166943479115241
conservative,0.00021602138409813426
Mansu,0.00021534842028474445
guest,0.0002146754564713546
waterway,0.0002146754564713546
disaster,0.0002146754564713546
evil,0.0002146754564713546
mountain,0.0002146754564713546
food,0.0002140024926579648
shock,0.0002140024926579648
reverence,0.0002140024926579648
chemical,0.00021332952884457496
devoted,0.00021332952884457496
August,0.00021332952884457496
devotedly,0.00021332952884457496
delegate,0.00021332952884457496
training,0.00021265656503118515
facility,0.00021265656503118515
Hyong,0.00021265656503118515
Xi,0.00021265656503118515
Panmunjom,0.00021265656503118515
register,0.0002119836012177953
trend,0.0002119836012177953
rally,0.0002119836012177953
op,0.0002119836012177953
dance,0.0002119836012177953
CPC,0.0002119836012177953
rank,0.0002113106374044055
chorus,0.0002113106374044055
bright,0.00021063767359101566
colorful,0.00021063767359101566
Nepal,0.00021063767359101566
audience,0.00020996470977762584
central,0.00020996470977762584
Sunchon,0.00020996470977762584
reserve,0.000209291745964236
Mansudae,0.0002086187821508462
common,0.00020794581833745635
cultivation,0.00020794581833745635
Residents,0.00020794581833745635
district,0.00020794581833745635
Mining,0.00020794581833745635
inter,0.00020727285452406654
2019,0.00020727285452406654
medal,0.0002065998907106767
publish,0.0002065998907106767
reach,0.0002065998907106767
attain,0.0002065998907106767
return,0.0002065998907106767
sea,0.0002065998907106767
successful,0.0002059269268972869
arm,0.0002059269268972869
strategy,0.0002059269268972869
commit,0.00020525396308389705
workshop,0.00020525396308389705
Congo,0.00020458099927050724
gift,0.00020458099927050724
relic,0.00020458099927050724
rest,0.00020458099927050724
Shining,0.0002039080354571174
plenary,0.0002039080354571174
18,0.0002032350716437276
Vietnam,0.0002032350716437276
internet,0.0002032350716437276
agreement,0.0002032350716437276
kg,0.0002032350716437276
Pong,0.0002032350716437276
slogan,0.0002032350716437276
determination,0.00020256210783033775
cover,0.00020256210783033775
Tok,0.0002018891440169479
overseas,0.0002018891440169479
LKP,0.0002018891440169479
pressure,0.0002018891440169479
tie,0.0002012161802035581
value,0.0002012161802035581
ideology,0.00020054321639016826
schoolchildren,0.00020054321639016826
death,0.0001991972887633886
term,0.0001991972887633886
pledge,0.0001991972887633886
moral,0.0001991972887633886
hospital,0.0001985243249499988
well,0.00019785136113660895
75th,0.00019785136113660895
flag,0.00019717839732321914
expand,0.00019717839732321914
village,0.00019717839732321914
sanction,0.00019717839732321914
institute,0.00019717839732321914
clear,0.0001965054335098293
capability,0.0001965054335098293
16,0.0001965054335098293
significant,0.0001958324696964395
conducive,0.00019515950588304965
cultivate,0.00019515950588304965
complex,0.00019515950588304965
father,0.00019448654206965984
wisdom,0.00019381357825627
usher,0.00019381357825627
content,0.00019314061444288019
effective,0.00019314061444288019
global,0.00019314061444288019
arrange,0.00019246765062949035
trial,0.00019246765062949035
headquarters,0.00019246765062949035
total,0.00019246765062949035
aim,0.00019246765062949035
Min,0.00019246765062949035
November,0.0001911217230027107
reactionary,0.00019044875918932088
waste,0.00019044875918932088
Theatre,0.00019044875918932088
associate,0.00019044875918932088
Han,0.00018977579537593104
demonstration,0.00018977579537593104
cost,0.00018977579537593104
attach,0.00018910283156254123
stability,0.00018910283156254123
Jinping,0.00018910283156254123
ideal,0.00018910283156254123
Hyon,0.00018910283156254123
cuban,0.00018910283156254123
clarify,0.0001884298677491514
maximum,0.0001884298677491514
free,0.0001884298677491514
Management,0.0001884298677491514
dong,0.00018775690393576158
Relations,0.00018775690393576158
fighter,0.00018775690393576158
depict,0.00018708394012237174
Festival,0.00018708394012237174
sense,0.00018708394012237174
dynamic,0.00018708394012237174
Park,0.00018708394012237174
Address,0.00018708394012237174
9,0.00018708394012237174
Wonsan,0.0001864109763089819
protect,0.0001864109763089819
